"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.707145825E1,1.284920816E0,-8.685489213E-1,4.132547729E0
2.708143825E1,1.415147518E0,-1.009203109E0,2.907855427E0
2.709141925E1,1.226684594E0,-1.184806690E0,1.577809163E0
2.710139925E1,8.462431093E-1,-1.232801805E0,4.185846269E-1
2.711137925E1,4.279274543E-1,-1.304117956E0,-5.420316285E-1
2.712136025E1,1.379877296E-1,-1.429315029E0,-1.435901917E0
2.713134025E1,-1.420169910E-2,-1.451726237E0,-2.040255509E0
2.714132125E1,-1.422786174E-1,-1.582506232E0,-2.355293548E0
2.715130125E1,-1.716925058E-1,-1.810105008E0,-2.629020424E0
2.716128125E1,-1.823724269E-1,-2.028878582E0,-2.693190692E0
2.717126225E1,-2.356859323E-1,-2.284553933E0,-2.595845661E0
2.718124225E1,-1.877711246E-1,-2.455876182E0,-2.357566361E0
2.719122225E1,-1.045211177E-1,-2.622889034E0,-2.118733329E0
2.720120325E1,2.652973104E-3,-2.678101367E0,-2.053054479E0
2.721118325E1,1.553321974E-2,-2.633688256E0,-2.250089859E0
2.722116325E1,7.978003163E-2,-2.528118532E0,-2.552119013E0
2.723114425E1,1.597222869E-1,-2.322067915E0,-2.730007101E0
2.724112425E1,2.231170316E-1,-2.018646539E0,-2.966357405E0
2.725110425E1,3.005869014E-1,-1.693322663E0,-3.288519691E0
2.726108525E1,3.572995211E-1,-1.240493817E0,-3.389579458E0
2.727106525E1,3.576573342E-1,-8.467241889E-1,-3.203666067E0
2.728104525E1,2.853611904E-1,-4.627544940E-1,-2.670094775E0
2.729102625E1,1.552266186E-1,-4.005576611E-2,-2.021916302E0
2.730100625E1,-2.386212163E-2,3.701720202E-1,-1.509953395E0
2.731098625E1,-1.356365459E-1,6.895843613E-1,-1.234710336E0
2.732096725E1,-2.372367418E-1,9.721399480E-1,-9.735310006E-1
2.733094725E1,-2.324462642E-1,1.153128814E0,-7.614805555E-1
2.734092825E1,-1.105586419E-1,1.309993823E0,-5.121342301E-1
2.735090825E1,5.996458523E-2,1.414257279E0,-3.054433429E-1
2.736088825E1,1.591172829E-1,1.464376688E0,-9.685678840E-2
2.737086925E1,2.993992223E-1,1.544216325E0,4.247943699E-2
2.738084925E1,4.033299722E-1,1.605240206E0,9.212346733E-2
2.739082925E1,5.403005603E-1,1.611852238E0,8.609147966E-2
2.740081025E1,6.981237812E-1,1.542936369E0,1.568632543E-1
2.741079025E1,9.063460542E-1,1.394782543E0,2.661231565E-1
2.742077025E1,1.079350620E0,1.224717445E0,3.981661499E-1
2.743075125E1,1.239761454E0,1.072136106E0,5.940086979E-1
2.744073125E1,1.373209240E0,9.482523179E-1,8.942123508E-1
2.745071125E1,1.441019985E0,8.703036708E-1,1.347512482E0
2.746069225E1,1.432209401E0,8.925950110E-1,2.063136249E0
2.747067225E1,1.408339020E0,1.008361695E0,2.751389784E0
2.748065225E1,1.228496208E0,9.917988718E-1,2.914774438E0
2.749063325E1,1.066504726E0,1.030282906E0,2.578040890E0
2.750061325E1,6.640330522E-1,1.361346409E0,1.857666260E0
2.751059325E1,2.822450995E-2,1.596933652E0,1.089503506E0
2.752057425E1,-5.812240532E-1,1.704617729E0,7.440365571E-1
2.753055425E1,-1.194405040E0,1.389734641E0,1.099440265E0
2.754053425E1,-1.737588716E0,5.941373366E-1,2.590433478E0
2.755051525E1,-2.231472617E0,-5.299150282E-1,4.875674459E0
2.756049525E1,-2.217531393E0,-1.098751463E0,7.050332898E0
2.757047625E1,-1.845221339E0,-1.448554122E0,8.202843661E0
2.758045625E1,-1.256067438E0,-1.501590707E0,7.894770826E0
2.759043625E1,-6.568367377E-1,-1.278253967E0,5.980184845E0
2.760041725E1,-5.333639353E-1,-1.004929379E0,3.329946629E0
2.761039725E1,-7.502536822E-1,-6.522212380E-1,1.082171098E0
2.762037725E1,-9.720202263E-1,-3.608965820E-1,-6.393731511E-1
2.763035825E1,-1.116320153E0,-1.380609477E-1,-1.901285319E0
2.764033825E1,-1.047952973E0,-6.477896333E-2,-2.645157570E0
2.765031825E1,-7.746655152E-1,-1.068216133E-1,-2.660691867E0
2.766029925E1,-2.624546134E-1,-2.382623434E-1,-2.096274759E0
2.767027925E1,2.285993810E-1,-5.371129507E-1,-1.483049186E0
2.768025925E1,7.737356617E-1,-8.330124682E-1,-1.050906036E0
2.769024025E1,1.262846407E0,-1.060032370E0,-8.740710318E-1
2.770022025E1,1.631093085E0,-1.234771732E0,-9.746829021E-1
2.771020025E1,1.719108884E0,-1.372767191E0,-1.259428271E0
2.772018125E1,1.725132393E0,-1.505833447E0,-1.736728883E0
2.773016125E1,1.824220186E0,-1.507966511E0,-2.254826689E0
2.774014125E1,1.874648913E0,-1.502222791E0,-2.712163737E0
2.775012225E1,1.858126144E0,-1.490250033E0,-3.060071315E0
2.776010225E1,1.784459120E0,-1.423314031E0,-3.285769161E0
2.777008225E1,1.564096858E0,-1.359215099E0,-3.267642792E0
2.778006325E1,1.326625350E0,-1.285869965E0,-3.122140678E0
2.779004325E1,1.027477778E0,-1.231906596E0,-2.889848927E0
2.780002325E1,8.551655218E-1,-1.130239888E0,-2.511641663E0
2.781000425E1,6.460540335E-1,-1.034726790E0,-2.133343182E0
2.781998425E1,3.737591408E-1,-9.166568881E-1,-1.874862921E0
2.782996425E1,1.540505974E-1,-7.094093460E-1,-1.734059045E0
2.783994525E1,-4.793510847E-3,-5.125780338E-1,-1.737197830E0
2.784992525E1,-2.451116256E-2,-2.938050449E-1,-1.864431489E0
2.785990625E1,5.270314738E-3,-3.786773801E-2,-2.028549968E0
2.786988625E1,1.111683969E-1,2.221994573E-1,-2.106593925E0
2.787986625E1,2.622602301E-1,4.113457739E-1,-1.983153940E0
2.788984725E1,3.508216467E-1,5.683341587E-1,-1.582039624E0
2.789982683E1,2.833832235E-1,7.120862013E-1,-9.745776522E-1
2.790980683E1,1.707174278E-1,9.030615270E-1,-3.489893121E-1
2.791978783E1,1.275822987E-1,1.179077588E0,1.225629026E-1
2.792976783E1,-1.248702139E-2,1.339881281E0,4.247160172E-1
2.793974783E1,-2.436945164E-1,1.468582590E0,6.603535455E-1
2.794972883E1,-5.109984085E-1,1.556206040E0,9.437686729E-1
2.795970883E1,-6.695879801E-1,1.650498825E0,1.350206879E0
2.796968883E1,-9.477903879E-1,1.640983651E0,1.740141318E0
2.797966983E1,-1.033384562E0,1.549609212E0,2.092498627E0
2.798964983E1,-4.082145900E-1,1.643585662E0,2.308056232E0
2.799962983E1,7.551097217E-1,1.742752100E0,1.912712533E0
2.800961083E1,1.704030961E0,1.988085482E0,1.399139303E0
2.801959083E1,1.972322996E0,2.419015920E0,1.122292353E0
2.802957083E1,1.665990292E0,2.900904842E0,7.478191209E-1
2.803955183E1,9.207456999E-1,3.163285781E0,3.345519519E-1
2.804953183E1,9.277875748E-2,3.023664211E0,4.618715644E-1
2.805951183E1,-6.845942013E-1,2.472880470E0,1.136235039E0
2.806949283E1,-1.228919254E0,1.545247774E0,2.443047391E0
2.807947283E1,-1.086684125E0,5.324901420E-1,4.152161629E0
2.808945283E1,-4.098980764E-1,-3.494003713E-1,5.262602261E0
2.809943383E1,5.645855818E-1,-1.000192550E0,5.563946121E0
2.810941383E1,1.409615613E0,-1.359488749E0,5.117227616E0
2.811939383E1,1.771634130E0,-1.440707159E0,4.114983278E0
2.812937483E1,1.563344467E0,-1.524369705E0,2.744428089E0
2.813935483E1,1.031846890E0,-1.525280117E0,1.471878666E0
2.814933483E1,4.703249937E-1,-1.469222276E0,4.780665976E-1
2.815931583E1,-1.736305106E-2,-1.386319867E0,-4.324226475E-1
2.816929583E1,-3.420875511E-1,-1.272393887E0,-1.209930421E0
2.817927583E1,-5.046558240E-1,-1.143553998E0,-1.799305201E0
2.818925683E1,-4.475383212E-1,-1.143483832E0,-2.122635176E0
2.819923683E1,-2.191999818E-1,-1.222665072E0,-2.110460104E0
2.820921683E1,1.910826221E-2,-1.402624243E0,-1.904045790E0
2.821919783E1,1.908846208E-1,-1.552483118E0,-1.736558729E0
2.822917783E1,2.432226826E-1,-1.688813290E0,-1.697811570E0
2.823915783E1,4.302902045E-1,-1.818765904E0,-1.714134073E0
2.824913883E1,5.272330931E-1,-1.924660733E0,-1.758979878E0
2.825911883E1,6.132268877E-1,-1.864026276E0,-1.971826129E0
2.826909883E1,6.349669086E-1,-1.791742412E0,-2.221124507E0
2.827907983E1,5.785607927E-1,-1.648318983E0,-2.312524674E0
2.828905983E1,5.320110358E-1,-1.478455614E0,-2.389930699E0
2.829903983E1,5.356768014E-1,-1.282737612E0,-2.518974071E0
2.830902083E1,6.277045937E-1,-1.072071202E0,-2.590821733E0
2.831900083E1,6.838415185E-1,-8.293866098E-1,-2.534465684E0
2.832898083E1,6.093878252E-1,-5.965703630E-1,-2.358851579E0
2.833896183E1,4.977247173E-1,-3.762104398E-1,-2.204706110E0
2.834894183E1,4.374755189E-1,-1.687535673E-1,-2.188618666E0
2.835892183E1,4.663292623E-1,8.815963984E-2,-2.203874052E0
2.836890283E1,5.558599281E-1,2.889582878E-1,-2.070442929E0
2.837888283E1,6.697325525E-1,4.471313184E-1,-1.738032228E0
2.838886283E1,7.187815556E-1,5.783685654E-1,-1.355577546E0
2.839884383E1,7.266274957E-1,6.420938605E-1,-9.583691704E-1
2.840882383E1,7.236730438E-1,7.205541390E-1,-5.137778825E-1
2.841880383E1,6.554212730E-1,7.757138479E-1,-1.012211502E-1
2.842878483E1,4.473230340E-1,8.229704601E-1,2.481189948E-1
2.843876483E1,1.219202936E-1,8.609130424E-1,6.961396748E-1
2.844874483E1,-1.567304494E-1,9.384149623E-1,1.106113107E0
2.845872583E1,-1.959243359E-1,9.434026372E-1,1.420348324E0
2.846870583E1,-3.050390080E-2,9.203967673E-1,1.498075946E0
2.847868583E1,1.987584083E-1,9.046268266E-1,1.623841369E0
2.848866683E1,3.560441239E-1,9.219410169E-1,1.958160017E0
2.849864683E1,3.754960562E-1,1.021813214E0,2.357476898E0
2.850862683E1,2.458341222E-1,1.074071535E0,2.479390760E0
2.851860783E1,1.471111950E-1,1.138094453E0,2.280847968E0
2.852858783E1,-2.993204311E-2,1.510739846E0,1.639946355E0
2.853856783E1,-5.903810853E-1,1.910691735E0,9.490124559E-1
2.854854883E1,-1.046561408E0,2.311851075E0,5.305652386E-1
2.855852883E1,-1.437766302E0,2.157375239E0,5.242327040E-1
2.856850883E1,-1.845395293E0,1.501211223E0,1.506173170E0
2.857848983E1,-1.964457760E0,6.977406424E-1,3.294111968E0
2.858846983E1,-1.980874988E0,-7.546182632E-2,5.183025749E0
2.859844983E1,-1.886730722E0,-6.252614808E-1,6.609352266E0
2.860843083E1,-1.567580921E0,-9.275175065E-1,7.180367373E0
2.861841083E1,-1.234849354E0,-1.012095727E0,6.269869357E0
2.862839083E1,-1.014294134E0,-9.529797918E-1,4.086925998E0
2.863837183E1,-9.454405381E-1,-7.928368342E-1,1.777215589E0
2.864835183E1,-9.705389073E-1,-6.291750222E-1,-9.111716151E-2
2.865833183E1,-1.143833788E0,-4.926366895E-1,-1.521721501E0
2.866831283E1,-1.364350416E0,-6.154861057E-1,-2.301079919E0
2.867829283E1,-1.324048482E0,-6.824840873E-1,-2.351074782E0
2.868827283E1,-1.198378077E0,-8.826430500E-1,-1.908458683E0
2.869825383E1,-8.964852367E-1,-1.202723728E0,-1.199071557E0
2.870823383E1,-4.389633429E-1,-1.469240987E0,-5.738352191E-1
2.871821383E1,2.059608623E-3,-1.669726809E0,-2.226701581E-1
2.872819483E1,2.970579971E-1,-1.789063218E0,-2.365204579E-1
2.873817483E1,5.516308562E-1,-1.847783881E0,-5.926948285E-1
2.874815483E1,8.285403715E-1,-1.819062358E0,-1.144168541E0
2.875813583E1,1.196098321E0,-1.846796871E0,-1.776715068E0
2.876811583E1,1.478158721E0,-1.632182422E0,-2.406252033E0
2.877809583E1,1.611748742E0,-1.530910985E0,-2.903766469E0
2.878807683E1,1.699059220E0,-1.458834112E0,-3.306627349E0
2.879805683E1,1.671314474E0,-1.301148155E0,-3.505410461E0
2.880803683E1,1.330102543E0,-1.179077588E0,-3.382745233E0
2.881801783E1,8.887228386E-1,-1.072310938E0,-3.004606381E0
2.882799783E1,5.187986307E-1,-9.681316817E-1,-2.669424684E0
2.883797783E1,2.998408698E-1,-8.912805569E-1,-2.461148617E0
2.884795883E1,3.300907822E-1,-8.029846770E-1,-2.321357478E0
2.885793883E1,4.311445558E-1,-6.564604694E-1,-2.222837157E0
2.886791883E1,4.852813673E-1,-4.966227365E-1,-2.113638650E0
2.887789983E1,4.690357923E-1,-3.078395319E-1,-1.937300075E0
2.888787983E1,4.142458467E-1,-1.047704101E-1,-1.749536040E0
2.889785983E1,3.099725596E-1,1.036226016E-1,-1.541474565E0
2.890784046E1,1.526443603E-1,3.300776625E-1,-1.371428179E0
2.891782046E1,2.312063986E-2,5.858489084E-1,-1.148520039E0
2.892780046E1,-6.968527062E-2,8.143130726E-1,-9.596871328E-1
2.893778146E1,-2.380994619E-1,1.036956334E0,-8.482818872E-1
2.894776146E1,-4.617318890E-1,1.296625333E0,-7.879152328E-1
2.895774146E1,-5.913241681E-1,1.504454089E0,-7.454141611E-1
2.896772246E1,-6.127121500E-1,1.682998234E0,-5.563415194E-1
2.897770246E1,-7.177813894E-1,1.859853119E0,-6.696816087E-2
2.898768246E1,-8.165623502E-1,1.934727300E0,6.643547952E-1
2.899766346E1,-9.509345088E-1,2.029470320E0,1.394924045E0
2.900764346E1,-1.112682308E0,2.027212125E0,1.991179828E0
2.901762346E1,-1.264207200E0,1.894618324E0,2.360484121E0
2.902760446E1,-7.934017483E-1,1.820330619E0,2.395652785E0
2.903758446E1,3.599927852E-1,1.838735899E0,1.928463762E0
2.904756446E1,1.350264328E0,2.043781380E0,1.431051067E0
2.905754546E1,1.789665773E0,2.474499564E0,1.068599126E0
2.906752546E1,1.724498847E0,2.743761506E0,8.291585684E-1
2.907750546E1,1.276479044E0,2.861913269E0,7.324485451E-1
2.908748646E1,6.376045876E-1,2.651803515E0,1.085163703E0
2.909746646E1,-4.244823662E-2,2.139837685E0,2.072806959E0
2.910744646E1,-6.133616661E-1,1.304927795E0,3.460486304E0
2.911742746E1,-8.010863053E-1,3.929708987E-1,5.019863289E0
2.912740746E1,-4.396077792E-1,-3.053006709E-1,6.280445800E0
2.913738746E1,1.701183988E-1,-8.356337750E-1,6.632594363E0
2.914736846E1,6.650593116E-1,-1.181429923E0,5.900236450E0
2.915734846E1,9.007532655E-1,-1.251124055E0,4.513847001E0
2.916732846E1,7.228079483E-1,-1.244815494E0,2.970656278E0
2.917730946E1,2.911980638E-1,-1.274289554E0,1.571711687E0
2.918728946E1,-3.453592144E-1,-1.322147260E0,5.123903382E-1
2.919726946E1,-8.308808658E-1,-1.320795384E0,-2.557548738E-1
2.920725046E1,-1.114324060E0,-1.370542910E0,-8.681209052E-1
2.921723046E1,-1.186509618E0,-1.466447772E0,-1.250012500E0
2.922721046E1,-1.089352648E0,-1.637117472E0,-1.448817247E0
2.923719046E1,-8.356687121E-1,-1.829158745E0,-1.473386078E0
2.924717146E1,-4.525893288E-1,-1.957992786E0,-1.454456302E0
2.925715146E1,-7.446582623E-2,-2.095077249E0,-1.604858968E0
2.926713146E1,2.178661223E-1,-2.114670684E0,-1.800623163E0
2.927711246E1,4.243231209E-1,-2.151283025E0,-1.985192279E0
2.928709246E1,5.707308227E-1,-2.199561730E0,-2.215648590E0
2.929707246E1,7.338841096E-1,-2.142844323E0,-2.408038942E0
2.930705346E1,6.377201432E-1,-2.045899826E0,-2.651894147E0
2.931703346E1,4.693620669E-1,-1.927178544E0,-2.900908350E0
2.932701346E1,3.946413752E-1,-1.698350683E0,-3.086400157E0
2.933699446E1,3.301961417E-1,-1.497459649E0,-3.222712787E0
2.934697446E1,3.037812719E-1,-1.343912351E0,-3.142966706E0
2.935695446E1,2.679109427E-1,-1.238219250E0,-2.868372104E0
2.936693546E1,1.649577011E-1,-1.179188685E0,-2.531887647E0
2.937691546E1,1.210790985E-1,-1.054575164E0,-2.213777481E0
2.938689546E1,2.524981939E-1,-8.473182660E-1,-1.983114179E0
2.939687646E1,4.493559647E-1,-6.044775528E-1,-1.853932228E0
2.940685646E1,5.175324527E-1,-2.874690020E-1,-1.771630914E0
2.941683646E1,5.419169500E-1,1.126290679E-2,-1.806081539E0
2.942681746E1,6.273018667E-1,2.482903183E-1,-1.959472716E0
2.943679746E1,7.667408569E-1,5.531331521E-1,-2.094383769E0
2.944677746E1,8.446973978E-1,8.067830282E-1,-2.128855444E0
2.945675846E1,8.883049820E-1,9.521231747E-1,-1.893489811E0
2.946673846E1,8.409669473E-1,1.064324811E0,-1.215850727E0
2.947671846E1,6.094158188E-1,1.146220914E0,-3.513743913E-1
2.948669946E1,4.365477119E-1,1.255711781E0,3.983409816E-1
2.949667946E1,2.813786153E-1,1.349693493E0,1.108622732E0
2.950665946E1,2.700869109E-1,1.373142582E0,1.595654866E0
2.951664046E1,4.661105034E-1,1.396927301E0,1.888362973E0
2.952662046E1,8.178439137E-1,1.458220739E0,2.083499762E0
2.953660046E1,1.086176514E0,1.464420542E0,2.418109016E0
2.954658046E1,1.220510519E0,1.515566137E0,3.099058794E0
2.955656146E1,1.249937655E0,1.565169237E0,3.835458303E0
2.956654146E1,1.159238350E0,1.730716192E0,4.168699309E0
2.957652146E1,6.800401705E-1,1.866838787E0,3.866868961E0
2.958650246E1,-1.044067132E-1,2.234377806E0,3.236618636E0
2.959648246E1,-1.211159287E0,2.521508254E0,2.483173909E0
2.960646246E1,-2.217965695E0,2.615159599E0,1.794990540E0
2.961644346E1,-2.905669153E0,2.331784233E0,1.508087549E0
2.962642346E1,-3.217866030E0,1.426512458E0,1.679599248E0
2.963640346E1,-3.061239004E0,5.936812538E-1,2.559825643E0
2.964638446E1,-2.229369958E0,-1.513820744E-1,3.602493537E0
2.965636446E1,-1.074092804E0,-7.865961009E-1,4.376173139E0
2.966634446E1,2.344477661E-2,-1.087205551E0,4.643215477E0
2.967632546E1,6.714851093E-1,-1.243513904E0,4.146610867E0
2.968630546E1,7.667810565E-1,-1.221711976E0,2.916746119E0
2.969628546E1,3.748606832E-1,-1.144167371E0,1.342798457E0
2.970626646E1,-4.779367894E-3,-9.911141628E-1,-3.771921873E-2
2.971624646E1,-1.829363544E-1,-8.113327467E-1,-1.179469936E0
2.972622646E1,-1.656046955E-1,-7.168832570E-1,-2.016464358E0
2.973620746E1,2.393367693E-2,-6.603371733E-1,-2.459913685E0
2.974618746E1,2.390502557E-1,-7.589393556E-1,-2.326428183E0
2.975616746E1,5.480628122E-1,-9.472658926E-1,-1.748788181E0
2.976614846E1,8.471638995E-1,-1.144777821E0,-1.185958591E0
2.977612846E1,1.111015705E0,-1.359237319E0,-9.236045498E-1
2.978610846E1,1.367805828E0,-1.504604947E0,-9.326004910E-1
2.979608846E1,1.524406250E0,-1.590398803E0,-1.228053866E0
2.980606946E1,1.501690695E0,-1.590922714E0,-1.712457676E0
2.981604946E1,1.757071347E0,-1.537152303E0,-2.196721153E0
2.982602946E1,1.948564882E0,-1.378702115E0,-2.742260526E0
2.983601046E1,1.914671350E0,-1.207945291E0,-3.172399836E0
2.984599046E1,1.652162358E0,-1.087230694E0,-3.347742630E0
2.985597046E1,1.265848806E0,-9.724095047E-1,-3.099159951E0
2.986595146E1,8.511424913E-1,-8.673443949E-1,-2.638515133E0
2.987593146E1,5.113456600E-1,-8.071104723E-1,-2.255317855E0
2.988591146E1,1.937488063E-1,-7.577845305E-1,-2.043291383E0
2.989589246E1,-6.458330087E-2,-6.328991139E-1,-1.973897213E0
2.990587300E1,-2.886329634E-1,-4.698799109E-1,-2.142613943E0
2.991585300E1,-5.649826808E-1,-2.674598300E-1,-2.318181855E0
2.992583400E1,-8.781561159E-1,1.320008934E-2,-2.447902334E0
2.993581400E1,-1.141189969E0,1.519966167E-1,-2.587155529E0
2.994579400E1,-1.220363754E0,3.089025557E-1,-2.532057801E0
2.995577500E1,-1.064480566E0,4.519388992E-1,-2.322316421E0
2.996575500E1,-7.104757319E-1,5.269966829E-1,-1.994063090E0
2.997573500E1,-4.164441074E-1,6.246773440E-1,-1.619032034E0
2.998571500E1,-3.000650740E-1,7.346582079E-1,-1.206595754E0
2.999569600E1,-2.420367577E-1,8.736400920E-1,-7.665629554E-1
3.000567600E1,-2.340997837E-1,1.001974196E0,-3.627086341E-1
3.001565600E1,-2.634105601E-1,1.122291768E0,1.638155937E-2
3.002563700E1,-3.135448795E-1,1.251526344E0,3.562363511E-1
3.003561700E1,-4.889676714E-1,1.340308712E0,7.328368002E-1
3.004559700E1,-8.222923292E-1,1.430488565E0,1.189473352E0
3.005557800E1,-1.204574372E0,1.394144611E0,1.678104115E0
3.006555800E1,-1.398807035E0,1.269862043E0,2.182124748E0
3.007553800E1,-1.256992613E0,1.175127209E0,2.547630690E0
3.008551900E1,-4.123059598E-1,1.172112969E0,2.403452386E0
3.009549900E1,8.277565522E-1,1.225516174E0,1.646540844E0
3.010547900E1,1.867055719E0,1.672965581E0,1.003390977E0
3.011546000E1,2.342013206E0,2.203181157E0,3.779295212E-1
3.012544000E1,2.364782994E0,2.725522871E0,-2.514887452E-3
3.013542000E1,1.915721510E0,3.091998866E0,3.172114491E-3
3.014540000E1,1.071951919E0,2.809441525E0,6.547998601E-1
3.015538100E1,3.193081145E-1,2.126371547E0,1.977303216E0
3.016536100E1,-3.827976571E-1,1.089958420E0,3.910761670E0
3.017534100E1,-5.473640699E-1,2.026259029E-1,6.152659580E0
3.018532200E1,-1.643596589E-1,-5.352839416E-1,7.851054118E0
3.019530200E1,4.746668071E-1,-1.103309367E0,8.272051306E0
3.020528200E1,1.199862539E0,-1.322095220E0,7.346055830E0
3.021526300E1,1.643577329E0,-1.374833012E0,5.448256035E0
3.022524300E1,1.339786263E0,-1.455466116E0,3.373925877E0
3.023522300E1,7.036111008E-1,-1.435498459E0,1.667428268E0
3.024520400E1,3.168982577E-2,-1.313605648E0,2.117054594E-1
3.025518400E1,-4.320070201E-1,-1.161589735E0,-1.099852493E0
3.026516400E1,-7.620120674E-1,-1.075528076E0,-2.151404647E0
3.027514500E1,-1.018636276E0,-1.090941337E0,-2.883508791E0
3.028512500E1,-1.108469097E0,-1.181097801E0,-3.341365072E0
3.029510500E1,-9.548539706E-1,-1.348441604E0,-3.368142981E0
3.030508500E1,-6.125444446E-1,-1.571763727E0,-2.945778714E0
3.031506600E1,-2.406978549E-1,-1.786154228E0,-2.422124884E0
3.032504600E1,-6.067290232E-3,-1.922637012E0,-2.012454337E0
3.033502600E1,-1.953035809E-2,-2.067746778E0,-1.828986837E0
3.034500700E1,-1.771617173E-1,-2.058451459E0,-1.972472831E0
3.035498700E1,-2.183549130E-1,-1.969838660E0,-2.357013214E0
3.036496700E1,-2.010582644E-1,-1.779912325E0,-2.787661232E0
3.037494800E1,-1.259686864E-1,-1.535582326E0,-3.116057235E0
3.038492800E1,-7.857027926E-2,-1.292355697E0,-3.411129956E0
3.039490800E1,-3.944232009E-2,-1.081781673E0,-3.558048266E0
3.040488900E1,-5.437325835E-3,-8.827342665E-1,-3.423148908E0
3.041486900E1,-5.817314453E-2,-6.518774217E-1,-3.069199988E0
3.042484900E1,-7.226478808E-2,-4.311117017E-1,-2.645789069E0
3.043482900E1,-2.673946336E-2,-2.267901063E-1,-2.218555241E0
3.044481000E1,7.049227774E-2,-8.888177097E-2,-1.902806765E0
3.045479000E1,2.164131258E-1,6.959005237E-2,-1.611263423E0
3.046477000E1,3.587061419E-1,1.836265451E-1,-1.302434542E0
3.047475100E1,4.327019251E-1,1.948929602E-1,-9.095870197E-1
3.048473100E1,6.527766504E-1,2.529218978E-1,-5.176610184E-1
3.049471100E1,8.275378664E-1,2.800196493E-1,-3.023010492E-1
3.050469200E1,9.318988983E-1,3.594382864E-1,-1.182903421E-1
3.051467200E1,8.940522102E-1,4.367390621E-1,7.643480301E-2
3.052465200E1,7.869266879E-1,4.898972690E-1,3.691727310E-1
3.053463200E1,7.284030759E-1,4.893961626E-1,6.382118940E-1
3.054461300E1,7.596372939E-1,4.322659421E-1,8.075349802E-1
3.055459300E1,9.821655840E-1,4.275513321E-1,9.307118404E-1
3.056457300E1,1.269496299E0,4.778484964E-1,1.168293568E0
3.057455400E1,1.459079257E0,5.312616420E-1,1.557802330E0
3.058453400E1,1.577344602E0,6.620270187E-1,2.096441989E0
3.059451400E1,1.510900936E0,7.761383557E-1,2.296322039E0
3.060449500E1,1.223569417E0,9.772293645E-1,1.970798773E0
3.061447500E1,8.078788695E-1,1.410582889E0,1.218515888E0
3.062445500E1,1.662524208E-1,2.041890391E0,2.046700895E-1
3.063443600E1,-8.264774738E-1,2.557096748E0,-5.271720994E-1
3.064441600E1,-1.982539982E0,2.464692029E0,-3.487682873E-1
3.065439600E1,-2.812190301E0,1.494737186E0,1.400956033E0
3.066437600E1,-3.374013585E0,2.192442745E-1,4.523006079E0
3.067435700E1,-3.496138824E0,-7.506123358E-1,7.714353817E0
3.068433700E1,-3.054775199E0,-1.487905299E0,9.912184771E0
3.069431700E1,-2.086780927E0,-1.724997615E0,1.055668710E1
3.070429800E1,-1.076432056E0,-1.624407964E0,9.111116812E0
3.071427800E1,-4.914362562E-1,-1.371810002E0,6.091752058E0
3.072425800E1,-3.064858284E-1,-1.000839837E0,2.717068967E0
3.073423900E1,-5.702140385E-1,-5.656988186E-1,-2.411432666E-1
3.074421900E1,-1.087298375E0,-1.977101487E-1,-2.479294866E0
3.075419900E1,-1.582905743E0,9.191939950E-2,-3.807192863E0
3.076417900E1,-1.990858816E0,2.309983474E-1,-4.256635585E0
3.077416000E1,-2.143578733E0,6.877378106E-2,-3.909736653E0
3.078414000E1,-1.737884439E0,-2.082053161E-1,-3.006728336E0
3.079412000E1,-1.005428293E0,-6.420079064E-1,-2.137405243E0
3.080410100E1,-2.497239824E-1,-1.063733658E0,-1.541980349E0
3.081408100E1,2.730547383E-1,-1.377704580E0,-1.238145576E0
3.082406100E1,6.180208737E-1,-1.599720435E0,-1.155065997E0
3.083404200E1,8.234059314E-1,-1.770438666E0,-1.416161132E0
3.084402200E1,1.068199176E0,-1.790082387E0,-1.855782872E0
3.085400200E1,1.231298486E0,-1.807922827E0,-2.337892234E0
3.086398200E1,1.408829601E0,-1.722289184E0,-2.896967327E0
3.087396300E1,1.518948459E0,-1.550978630E0,-3.305589468E0
3.088394300E1,1.525444862E0,-1.426996608E0,-3.476850321E0
3.089392300E1,1.290595538E0,-1.264333500E0,-3.443089668E0
3.090390346E1,8.680659413E-1,-1.107280796E0,-3.330974570E0
3.091388346E1,3.766277117E-1,-9.753693652E-1,-3.127326574E0
3.092386346E1,5.121313065E-2,-7.779059690E-1,-2.799916996E0
3.093384446E1,-1.515593546E-1,-5.957687098E-1,-2.541286461E0
3.094382446E1,-4.288465635E-1,-4.706657767E-1,-2.320804331E0
3.095380446E1,-5.528931605E-1,-2.512472552E-1,-2.148428414E0
3.096378446E1,-5.057473896E-1,-3.319990575E-2,-2.057248687E0
3.097376546E1,-3.175406108E-1,1.965091306E-1,-1.988111209E0
3.098374546E1,-6.305885866E-2,3.924768090E-1,-1.888308594E0
3.099372546E1,8.866571635E-3,5.182094872E-1,-1.619809129E0
3.100370646E1,-5.352884732E-2,6.450420266E-1,-1.228262027E0
3.101368646E1,-1.753002196E-1,7.610706657E-1,-8.116484964E-1
3.102366646E1,-2.847447111E-1,8.757263786E-1,-3.919154763E-1
3.103364646E1,-3.622906313E-1,1.005123507E0,7.242185891E-2
3.104362746E1,-3.912095347E-1,1.108190038E0,4.889541131E-1
3.105360746E1,-4.868807270E-1,1.200466703E0,8.464096087E-1
