"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.308689138E2,6.145856345E0,-2.362749918E0,-1.076357095E1
1.308788927E2,7.591941773E0,-1.295609672E0,-9.886909597E0
1.308888718E2,8.470993463E0,2.304972410E-2,-7.468429867E0
1.308988508E2,8.414217584E0,1.440293176E0,-3.772268028E0
1.309088297E2,7.191019830E0,2.361066504E0,2.365654814E-1
1.309188088E2,5.099663749E0,3.220352851E0,4.509982576E0
1.309287868E2,2.589421910E0,3.471681383E0,8.501884888E0
1.309387658E2,5.189025284E-1,3.196182216E0,1.301271180E1
1.309487447E2,-7.257695630E-2,3.223397496E0,1.571290804E1
1.309587238E2,1.043915105E0,3.708903506E0,1.456033647E1
1.309687028E2,1.866075579E0,5.756178013E0,1.392297593E1
1.309786807E2,-6.671390931E-1,7.339397020E0,1.592568237E1
1.309886598E2,-3.490121162E0,8.050486271E0,1.900984188E1
1.309986383E2,-4.383957537E0,5.990975296E0,1.885237285E1
1.310086173E2,-3.102639337E0,3.575820293E0,1.492540855E1
1.310185963E2,-3.342131057E0,2.282006301E0,1.114115607E1
1.310285743E2,-4.983812866E0,7.899974263E-1,1.041625218E1
1.310385533E2,-5.703669432E0,-5.745281142E-1,1.070096364E1
1.310485323E2,-5.335124107E0,-1.914164981E0,8.852540072E0
1.310585113E2,-4.831990496E0,-3.396435903E0,4.523154014E0
1.310684903E2,-4.313879827E0,-5.103856203E0,-7.240531129E-1
1.310784693E2,-2.664002561E0,-6.148217450E0,-4.720028011E0
1.310884473E2,-3.080089550E-1,-6.819998209E0,-7.238857071E0
1.310984263E2,1.634424390E0,-7.650850132E0,-9.023942428E0
1.311084053E2,2.596359924E0,-8.524605998E0,-1.026549342E1
1.311183843E2,2.766265100E0,-9.288534783E0,-1.073362151E1
1.311283633E2,2.391108036E0,-9.899216816E0,-1.042862372E1
1.311383413E2,1.550876303E0,-1.022934360E1,-9.691027288E0
1.311483203E2,6.780061434E-1,-1.048878689E1,-9.487343039E0
1.311582993E2,2.106820504E-1,-1.066027053E1,-9.928973297E0
1.311682783E2,3.257491149E-1,-1.059388007E1,-1.078959222E1
1.311782573E2,5.462337300E-1,-1.035030612E1,-1.169971251E1
1.311882363E2,4.464163502E-1,-9.905547012E0,-1.258913248E1
1.311982143E2,4.475020319E-3,-9.371000989E0,-1.310614797E1
1.312081933E2,-8.832214858E-1,-8.808695894E0,-1.272490483E1
1.312181723E2,-1.997918306E0,-8.280167826E0,-1.121622262E1
1.312281513E2,-3.210649104E0,-7.739561164E0,-8.703703290E0
1.312381303E2,-4.434124893E0,-7.592311901E0,-5.421029645E0
1.312481083E2,-5.318294066E0,-6.978633170E0,-1.337720150E0
1.312580873E2,-6.281698274E0,-5.555511512E0,3.483878675E0
1.312680663E2,-8.077558880E0,-4.269249784E0,8.625293298E0
1.312780453E2,-1.041372385E1,-2.535329903E0,1.406583276E1
1.312880243E2,-1.279321902E1,-3.018496442E-1,1.595801397E1
1.312980023E2,-1.276986173E1,1.900838007E0,1.225556052E1
1.313079813E2,-7.877396994E0,6.223891531E0,8.523312594E0
1.313179603E2,-2.467992198E0,9.683741657E0,7.284465938E0
1.313279393E2,-1.082024918E0,8.670944265E0,8.280211095E0
1.313379183E2,-2.546172979E0,6.154264641E0,1.099113639E1
1.313478973E2,-3.870704150E0,5.913328366E0,1.492054366E1
1.313578753E2,-5.339085011E0,5.150263215E0,1.848562613E1
1.313678543E2,-6.670379655E0,3.983340819E0,2.057287863E1
1.313778333E2,-6.267869024E0,3.220850157E0,1.906126112E1
1.313878123E2,-3.264557509E0,3.820552581E0,1.380373132E1
1.313977913E2,4.763197419E-1,4.544943663E0,6.438460371E0
1.314077693E2,3.433918310E0,5.165336752E0,-3.155829996E-1
1.314177483E2,4.583975582E0,5.729808240E0,-4.887764747E0
1.314277273E2,4.901123881E0,5.600461398E0,-7.771136128E0
1.314377063E2,5.500362328E0,5.049944875E0,-9.373174984E0
1.314476853E2,6.239480208E0,4.140751957E0,-1.028216033E1
1.314576633E2,6.627636509E0,3.053810116E0,-1.106803546E1
1.314676423E2,6.456995460E0,1.875518394E0,-1.169983413E1
1.314776213E2,6.180056124E0,6.962507719E-1,-1.143156154E1
1.314876003E2,6.198216991E0,-6.079578155E-1,-1.047227319E1
1.314975793E2,6.091521678E0,-2.106751215E0,-9.211571977E0
1.315075573E2,6.134813878E0,-3.561971748E0,-7.978784789E0
1.315175363E2,6.356873002E0,-4.644940406E0,-7.634263920E0
1.315275153E2,6.603721397E0,-5.580396093E0,-8.198862292E0
1.315374943E2,7.511208097E0,-6.283372917E0,-8.945496182E0
1.315474733E2,9.474777957E0,-6.192297270E0,-8.886274413E0
1.315574523E2,1.135006656E1,-5.167255808E0,-8.211384104E0
1.315674303E2,1.208226309E1,-3.939403671E0,-6.726790084E0
1.315774093E2,1.102809898E1,-2.178156828E0,-3.804691424E0
1.315873883E2,8.065549284E0,-2.916661334E-1,-6.391030097E-1
1.315973673E2,4.431805303E0,1.771090046E0,2.303642169E0
1.316073463E2,1.140126068E0,3.498403158E0,4.696018758E0
1.316173243E2,-1.352672796E0,4.499662825E0,6.996729718E0
1.316273033E2,-3.058408366E0,4.952517398E0,9.432079250E0
1.316372823E2,-2.640496169E0,6.061707310E0,1.097091087E1
1.316472613E2,-7.313780661E-1,7.525856541E0,1.035868751E1
1.316572403E2,3.825149077E-1,9.894881691E0,1.045571738E1
1.316672183E2,-2.020029552E0,1.126327166E1,1.343886389E1
1.316771973E2,-4.165041583E0,1.163779751E1,1.761328470E1
1.316871763E2,-3.909923764E0,8.614396427E0,1.859921414E1
1.316971553E2,-3.226778649E0,6.438719988E0,1.675105662E1
1.317071343E2,-6.141884331E0,4.202144213E0,1.469594275E1
1.317171123E2,-8.588244170E0,1.568707387E0,1.422375670E1
1.317270913E2,-8.276209261E0,-6.177782142E-1,1.368453934E1
1.317370703E2,-7.167536827E0,-3.006345928E0,1.078414145E1
1.317470493E2,-5.399518324E0,-4.857157497E0,5.577884713E0
1.317570283E2,-3.378684926E0,-6.271197259E0,-7.105308419E-1
1.317670063E2,-1.117443842E0,-7.084680027E0,-5.860252604E0
1.317769853E2,1.099799722E0,-7.887296330E0,-9.279555799E0
1.317869643E2,3.132117782E0,-8.736923077E0,-1.117899457E1
1.317969433E2,5.133989829E0,-9.411122244E0,-1.204621383E1
1.318069223E2,6.395063506E0,-1.026530865E1,-1.242642786E1
1.318169003E2,6.335623051E0,-1.118632698E1,-1.207820278E1
1.318268793E2,5.275739200E0,-1.158856863E1,-1.076334641E1
1.318368583E2,3.421026076E0,-1.163901139E1,-9.520910150E0
1.318468373E2,1.305533274E0,-1.120487200E1,-8.661434938E0
1.318568163E2,-9.501047158E-1,-1.052783460E1,-8.556103195E0
1.318667943E2,-3.430123467E0,-9.802132571E0,-9.032037313E0
1.318767733E2,-5.327928523E0,-8.611383356E0,-9.348711403E0
1.318867523E2,-6.436313274E0,-7.101889552E0,-9.735854967E0
1.318967313E2,-7.462194981E0,-5.742827066E0,-1.023501539E1
1.319067103E2,-8.517223889E0,-4.828444160E0,-1.024381428E1
1.319166883E2,-8.878886456E0,-4.055265664E0,-8.867935206E0
1.319266673E2,-8.896710523E0,-3.064806975E0,-5.955193845E0
1.319366463E2,-9.326554549E0,-2.405470260E0,-1.897550703E0
1.319466253E2,-1.026633893E1,-2.111376362E0,3.424973239E0
1.319566043E2,-1.134069113E1,-1.498969985E0,9.300946083E0
1.319665833E2,-1.218525126E1,-7.895805198E-1,1.238317367E1
1.319765613E2,-1.037400488E1,9.417268252E-1,1.220668599E1
1.319865403E2,-5.106296831E0,4.042410561E0,1.164417566E1
1.319965193E2,-1.228748808E0,5.848680380E0,1.201169655E1
1.320064989E2,-3.541348618E-1,5.266725132E0,1.315847353E1
1.320164779E2,-7.366246265E-1,4.999224957E0,1.459973618E1
1.320264559E2,-1.972383661E0,5.171389790E0,1.620970503E1
1.320364349E2,-3.994077476E0,4.396918475E0,1.747680718E1
1.320464139E2,-4.923222263E0,3.195460085E0,1.842843334E1
1.320563929E2,-3.418732214E0,2.545826824E0,1.777030466E1
1.320663719E2,2.068300509E-1,2.974586191E0,1.417746079E1
1.320763499E2,4.305992810E0,3.619135882E0,7.949179167E0
1.320863289E2,7.476710109E0,4.193338307E0,1.186248028E0
1.320963079E2,8.739952519E0,4.465862995E0,-4.680390905E0
1.321062869E2,8.302774331E0,4.226390862E0,-8.605692846E0
1.321162659E2,7.541382068E0,3.649577072E0,-1.048644918E1
1.321262439E2,7.253420146E0,3.013484793E0,-1.095339495E1
1.321362229E2,6.985245202E0,2.143404486E0,-1.101165076E1
1.321462019E2,6.688855687E0,1.313438417E0,-1.107126781E1
1.321561809E2,6.467568980E0,4.972051191E-1,-1.099231753E1
1.321661599E2,5.881117224E0,-3.905805570E-1,-1.044314587E1
1.321761379E2,4.793805254E0,-1.048246137E0,-9.497286814E0
1.321861169E2,3.242805282E0,-2.205835792E0,-8.519021907E0
1.321960959E2,2.444473819E0,-3.131760517E0,-7.348468975E0
1.322060749E2,2.530476714E0,-3.918195235E0,-6.499520506E0
1.322160539E2,3.599503271E0,-4.631914564E0,-6.186986829E0
1.322260319E2,5.553611752E0,-4.614623178E0,-6.334099851E0
1.322360109E2,7.480785618E0,-3.806252630E0,-6.284851093E0
1.322459899E2,8.630382714E0,-2.245912024E0,-5.764137828E0
1.322559689E2,8.471719102E0,-2.497948068E-1,-4.819454066E0
1.322659479E2,6.811567694E0,1.452627293E0,-3.165855047E0
1.322759259E2,4.557808999E0,3.391397942E0,4.660815597E-3
1.322859049E2,2.358289954E0,5.495890378E0,4.316530370E0
1.322958839E2,1.353238660E-1,6.933589729E0,8.735340235E0
1.323058629E2,-1.185092326E0,7.328135283E0,1.220817001E1
1.323158419E2,-1.422355088E0,6.870848520E0,1.448601134E1
1.323258199E2,-4.483615726E-1,6.943496667E0,1.459113726E1
1.323357989E2,4.662905976E-1,7.702801473E0,1.256288901E1
1.323457779E2,-4.436592418E-1,9.136402511E0,1.147791125E1
1.323557569E2,-2.990193287E0,1.017298813E1,1.265537676E1
1.323657359E2,-4.008363978E0,1.028790697E1,1.429371045E1
1.323757139E2,-2.463877220E0,7.322917228E0,1.371859703E1
1.323856929E2,-4.676395503E-1,4.866352243E0,1.123606573E1
1.323956719E2,-1.245818292E0,2.988458710E0,8.621071608E0
1.324056509E2,-2.464617185E0,1.236420062E0,8.146244368E0
1.324156299E2,-2.963317437E0,-6.525633001E-1,8.814389913E0
1.324256079E2,-3.764565491E0,-3.344085197E0,7.806321748E0
1.324355869E2,-4.150918511E0,-6.030891899E0,5.113987089E0
1.324455659E2,-3.036410849E0,-7.786269307E0,2.069441886E0
1.324555449E2,-8.688010825E-1,-9.081371441E0,-1.002078277E0
1.324655239E2,1.091302110E0,-1.025365164E1,-3.276149322E0
1.324755019E2,2.865001768E0,-1.104563829E1,-4.761411679E0
1.324854809E2,3.750293607E0,-1.167928351E1,-5.708099867E0
1.324954599E2,3.056394585E0,-1.201250931E1,-6.210028367E0
1.325054389E2,1.342859852E0,-1.221574099E1,-6.617430194E0
1.325154179E2,-4.011124156E-1,-1.229587357E1,-7.373868111E0
1.325253959E2,-1.850385453E0,-1.212340176E1,-8.753570684E0
1.325353749E2,-3.019088765E0,-1.187044419E1,-1.051658339E1
1.325453539E2,-3.862845199E0,-1.161749832E1,-1.219070789E1
1.325553329E2,-4.306971926E0,-1.103842984E1,-1.369838087E1
1.325653119E2,-4.537872333E0,-1.031974623E1,-1.565291444E1
1.325752899E2,-4.474569499E0,-9.777619874E0,-1.723669127E1
1.325852689E2,-4.052075424E0,-8.966084229E0,-1.717448976E1
1.325952479E2,-3.708332818E0,-8.308810412E0,-1.476146431E1
1.326052269E2,-3.869038863E0,-7.979115157E0,-9.907425138E0
1.326152059E2,-4.670509111E0,-7.350138355E0,-3.719628469E0
1.326251839E2,-6.620884729E0,-6.413782198E0,2.513171879E0
1.326351629E2,-8.551005592E0,-4.799165397E0,8.609995227E0
1.326451419E2,-9.795833366E0,-1.888098679E0,1.294783460E1
1.326551209E2,-9.783435515E0,2.117670305E0,1.310009961E1
1.326650999E2,-7.959354492E0,7.573766872E0,1.129476710E1
1.326750779E2,-6.332774287E0,1.228858911E1,1.088034218E1
1.326850569E2,-6.767227673E0,1.451786463E1,1.341001724E1
1.326950359E2,-8.455015946E0,1.355741502E1,1.680468144E1
1.327050149E2,-9.167851760E0,1.199193530E1,1.967311377E1
1.327149939E2,-9.615180130E0,9.911793008E0,2.113324070E1
1.327249719E2,-8.551226617E0,7.215746536E0,2.168027579E1
1.327349509E2,-5.703175342E0,5.339014260E0,2.210183899E1
1.327449299E2,-2.992985625E0,4.026150624E0,2.059455309E1
1.327549089E2,-5.242362124E-1,3.125501073E0,1.603234260E1
1.327648879E2,2.206194519E0,2.721756095E0,9.089835870E0
1.327748659E2,4.422868418E0,2.308216445E0,9.577990669E-1
1.327848449E2,5.710231762E0,1.966859504E0,-6.729703166E0
1.327948239E2,6.371741302E0,1.504038936E0,-1.284822729E1
1.328048029E2,6.929644613E0,6.385902089E-1,-1.666022247E1
1.328147819E2,7.731084455E0,-3.668806225E-1,-1.810659792E1
1.328247609E2,8.445482061E0,-1.691254503E0,-1.800799281E1
1.328347389E2,8.614037992E0,-3.080540078E0,-1.686856461E1
1.328447179E2,8.291507331E0,-4.166392583E0,-1.515171450E1
1.328546969E2,7.985172873E0,-4.901617386E0,-1.322604513E1
1.328646759E2,7.698479796E0,-5.274904218E0,-1.117128794E1
1.328746549E2,7.057908551E0,-5.340164992E0,-9.047490919E0
1.328846329E2,6.180076005E0,-5.198235526E0,-7.101656249E0
1.328946119E2,5.403523082E0,-5.013883342E0,-5.735553714E0
1.329045909E2,5.272885759E0,-4.375935742E0,-5.237000227E0
1.329145699E2,6.080020205E0,-3.407737986E0,-5.926785733E0
1.329245489E2,6.939958516E0,-2.321051669E0,-6.673502069E0
1.329345269E2,7.501584749E0,-8.301315451E-1,-6.289558686E0
1.329445059E2,7.075929669E0,7.489072877E-1,-4.280347214E0
1.329544849E2,5.811353509E0,2.467442560E0,-1.740406197E-1
1.329644639E2,3.750598539E0,4.388116077E0,5.375952290E0
1.329744429E2,1.057261521E0,6.010029033E0,1.094235424E1
1.329844209E2,-1.853254243E0,6.914556457E0,1.529343230E1
1.329943999E2,-4.738112279E0,6.922745483E0,1.734731358E1
1.330043783E2,-5.610875289E0,7.405123233E0,1.741003315E1
1.330143573E2,-4.595596923E0,8.571314726E0,1.575234868E1
1.330243363E2,-4.698880386E0,9.267086027E0,1.357653425E1
1.330343143E2,-6.739760377E0,9.358571563E0,1.371344914E1
1.330442933E2,-7.163580016E0,9.041923200E0,1.404049561E1
1.330542723E2,-5.046326618E0,6.992988669E0,1.216270908E1
1.330642513E2,-2.069405779E0,5.663566303E0,9.128150920E0
1.330742303E2,-3.049008090E0,3.723255497E0,5.019390249E0
1.330842083E2,-5.386188426E0,9.221503472E-1,2.584068199E0
1.330941873E2,-5.722011563E0,-1.748378876E0,2.444372955E0
1.331041663E2,-5.359739131E0,-5.313162550E0,1.953068846E0
1.331141453E2,-3.651329482E0,-8.230533736E0,1.255557999E0
1.331241243E2,-5.354662286E-1,-1.008291528E1,3.604387450E-1
1.331341023E2,2.425275218E0,-1.159801540E1,-9.155155116E-1
1.331440813E2,5.022422031E0,-1.197358440E1,-1.674120407E0
1.331540603E2,6.253662629E0,-1.174517110E1,-2.086567211E0
1.331640393E2,5.260008436E0,-1.139159699E1,-2.659356948E0
1.331740183E2,2.664265978E0,-1.103251831E1,-3.941659527E0
1.331839963E2,2.148880988E-1,-1.043324770E1,-6.211401293E0
1.331939753E2,-1.219701411E0,-9.684767259E0,-9.292498026E0
1.332039543E2,-1.710304877E0,-8.985384718E0,-1.259270747E1
1.332139333E2,-1.315416530E0,-8.307404741E0,-1.503734530E1
1.332239123E2,-2.099002777E-1,-7.749667491E0,-1.633889341E1
1.332338913E2,1.182409185E0,-7.543881753E0,-1.665403494E1
1.332438693E2,2.120829117E0,-7.466590333E0,-1.563712930E1
1.332538483E2,2.333518225E0,-7.315336313E0,-1.307328077E1
1.332638273E2,1.943681141E0,-7.467159267E0,-1.001909877E1
1.332738063E2,1.297458562E0,-7.604775826E0,-7.081035458E0
1.332837853E2,2.981045026E-1,-7.424955819E0,-3.964307547E0
1.332937633E2,-1.709396659E0,-7.028167858E0,-6.349280977E-1
1.333037423E2,-4.418450262E0,-6.136572136E0,2.587451398E0
1.333137213E2,-6.847470767E0,-5.068878159E0,5.449579845E0
1.333237003E2,-8.830359828E0,-3.577972654E0,7.970870583E0
1.333336793E2,-9.923521353E0,-1.490178112E0,8.970124655E0
1.333436573E2,-1.071415496E1,4.843289655E-1,7.089481176E0
1.333536363E2,-9.890511482E0,3.678280469E0,4.900826257E0
1.333636153E2,-7.273219403E0,7.719049131E0,3.966917160E0
1.333735943E2,-5.327344971E0,9.357034330E0,4.826544984E0
1.333835733E2,-5.306104376E0,7.659411040E0,6.346911685E0
1.333935513E2,-5.457792259E0,6.808236535E0,1.000947308E1
1.334035303E2,-6.237132550E0,6.122292066E0,1.605482281E1
1.334135093E2,-7.565273792E0,4.273051643E0,2.227793841E1
1.334234883E2,-7.903852136E0,2.857086977E0,2.592232550E1
1.334334673E2,-5.791285865E0,2.856198201E0,2.392481372E1
1.334434463E2,-1.880097056E0,3.790121917E0,1.701673305E1
1.334534243E2,1.388783007E0,4.612728680E0,8.525455014E0
1.334634033E2,3.259508731E0,5.145749164E0,6.603547150E-1
1.334733823E2,3.779755388E0,5.735039744E0,-5.435198618E0
1.334833613E2,3.488881845E0,5.899806095E0,-9.822779675E0
1.334933403E2,3.494250173E0,5.322829751E0,-1.253097140E1
1.335033183E2,3.886891581E0,4.430816538E0,-1.346459515E1
1.335132973E2,4.092539325E0,3.232470036E0,-1.287291657E1
1.335232763E2,4.250538109E0,1.597187421E0,-1.181432963E1
1.335332553E2,4.699481772E0,5.031225014E-1,-1.063681383E1
1.335432343E2,5.414850892E0,-3.875002438E-1,-9.051187529E0
1.335532123E2,5.991633693E0,-9.036936110E-1,-6.897360381E0
1.335631913E2,6.100048673E0,-1.451153210E0,-5.582280065E0
1.335731703E2,6.097547818E0,-2.074177546E0,-5.340160314E0
1.335831493E2,6.436913783E0,-2.876010906E0,-6.417401040E0
1.335931283E2,7.485710143E0,-3.810733936E0,-8.197705713E0
1.336031063E2,9.710929456E0,-3.852281327E0,-8.788147609E0
1.336130853E2,1.250662944E1,-3.109607756E0,-8.645740426E0
1.336230643E2,1.451719922E1,-2.279231213E0,-7.847985499E0
1.336330433E2,1.454678847E1,-1.313234349E0,-5.400769628E0
1.336430223E2,1.249709731E1,-3.989695573E-1,-1.425949956E0
1.336530003E2,9.219557519E0,4.196008730E-1,3.715055362E0
1.336629793E2,5.807438214E0,1.567918013E0,9.294726400E0
1.336729583E2,1.227511098E0,1.870425469E0,1.335193685E1
1.336829373E2,-2.514885113E0,2.763612803E0,1.615423951E1
1.336929163E2,-2.920348588E0,4.715014608E0,1.635849094E1
1.337028943E2,-2.707558178E0,6.604899611E0,1.542739201E1
1.337128733E2,-4.577204798E0,7.923671274E0,1.691685559E1
1.337228523E2,-6.848760663E0,7.707854052E0,1.907078741E1
1.337328313E2,-5.572364942E0,6.682650622E0,1.814957027E1
1.337428103E2,-2.768192343E0,5.088822427E0,1.374907857E1
1.337527893E2,-2.955019653E0,4.483164321E0,8.198223191E0
1.337627673E2,-6.136936417E0,3.547481763E0,5.047775558E0
1.337727463E2,-8.301187397E0,1.955167412E0,4.240155793E0
1.337827253E2,-8.281439595E0,-1.333317196E-1,3.797139745E0
1.337927043E2,-7.455080674E0,-2.430643108E0,2.315341278E0
1.338026833E2,-5.725766644E0,-4.476982060E0,-8.919401228E-2
1.338126613E2,-3.271599603E0,-6.055539082E0,-2.470232851E0
1.338226403E2,-9.358155826E-1,-7.523886030E0,-4.355717824E0
1.338326193E2,5.810942450E-1,-8.924828029E0,-5.924077302E0
1.338425983E2,1.306644976E0,-1.014035131E1,-7.150334319E0
1.338525773E2,1.568970366E0,-1.112943123E1,-7.868296972E0
1.338625553E2,1.545079374E0,-1.184017432E1,-8.410431511E0
1.338725343E2,1.165814933E0,-1.237416311E1,-8.944188745E0
1.338825133E2,8.975183666E-1,-1.259418682E1,-9.308541616E0
1.338924923E2,7.688576952E-1,-1.252138196E1,-1.006795343E1
1.339024713E2,6.914022607E-1,-1.249512329E1,-1.127171504E1
1.339124493E2,7.113857049E-1,-1.218827661E1,-1.240904175E1
1.339224283E2,8.036793262E-1,-1.159126771E1,-1.357741718E1
1.339324073E2,7.143590140E-1,-1.086599662E1,-1.475025637E1
1.339423863E2,-3.844544291E-2,-1.029573288E1,-1.516122208E1
1.339523653E2,-1.111032370E0,-9.611268343E0,-1.395139340E1
1.339623433E2,-2.008573540E0,-8.332769378E0,-1.151445985E1
1.339723223E2,-3.432528134E0,-6.633855608E0,-8.098670252E0
1.339823013E2,-5.503107596E0,-5.044954276E0,-3.868416134E0
1.339922803E2,-7.305536964E0,-3.484343528E0,1.356997835E0
1.340022601E2,-9.710900220E0,-2.292577482E0,7.812073655E0
1.340122391E2,-1.270333445E1,-9.858925992E-1,1.416183001E1
1.340222171E2,-1.569947699E1,1.138209643E0,1.761025468E1
1.340321961E2,-1.472924966E1,4.678010504E0,1.799023599E1
1.340421751E2,-9.588053727E0,8.663787273E0,1.718237064E1
1.340521541E2,-5.745902116E0,9.650637646E0,1.716273101E1
1.340621331E2,-5.028476238E0,7.313099753E0,1.812678952E1
1.340721111E2,-4.430570371E0,6.389777623E0,2.012095903E1
1.340820901E2,-3.781049961E0,5.920298831E0,2.203656067E1
1.340920691E2,-2.793344141E0,4.609948621E0,2.219399579E1
1.341020481E2,-8.770004869E-1,3.625532736E0,1.952455239E1
1.341120271E2,1.760025360E0,3.882714331E0,1.473401047E1
1.341220051E2,4.758217930E0,5.014444674E0,8.845695906E0
1.341319841E2,6.467206453E0,5.939653115E0,3.052334864E0
1.341419631E2,6.186403277E0,6.038796165E0,-1.946553878E0
1.341519421E2,4.837916941E0,5.868496594E0,-5.387094744E0
1.341619211E2,3.490197468E0,5.481388113E0,-8.019376745E0
1.341718991E2,2.897057374E0,4.727756860E0,-1.031728338E1
1.341818781E2,3.047301288E0,3.766947647E0,-1.168353911E1
1.341918571E2,3.552520016E0,2.452383640E0,-1.211440523E1
1.342018361E2,4.288294457E0,1.174304506E0,-1.182787295E1
1.342118151E2,5.077223890E0,8.363331020E-2,-1.098096224E1
1.342217931E2,5.581237507E0,-8.106582704E-1,-9.642719346E0
1.342317721E2,5.719726471E0,-1.540943346E0,-8.223972575E0
1.342417511E2,5.479735106E0,-2.235741085E0,-7.294391586E0
1.342517301E2,5.080614105E0,-2.943456200E0,-6.815543216E0
1.342617091E2,4.633335437E0,-3.408888134E0,-6.556668853E0
1.342716871E2,4.693782783E0,-3.272776063E0,-7.167853746E0
1.342816661E2,5.581266743E0,-2.869560843E0,-8.509991468E0
1.342916451E2,6.818485535E0,-1.916773424E0,-9.389510935E0
1.343016241E2,8.035972313E0,-7.255190098E-1,-9.654598550E0
1.343116031E2,8.672965647E0,5.033593136E-1,-9.360411097E0
1.343215811E2,8.376404809E0,1.734326847E0,-8.322860686E0
1.343315601E2,7.478848436E0,2.768842553E0,-6.110296503E0
1.343415391E2,6.608374611E0,4.027271535E0,-2.946490320E0
1.343515181E2,5.814979953E0,5.493792397E0,7.871936864E-1
1.343614971E2,4.680457563E0,6.957298434E0,4.316181875E0
1.343714751E2,2.166394715E0,7.341767482E0,7.854029766E0
1.343814541E2,-6.701454391E-1,7.404883497E0,1.308297194E1
1.343914331E2,-2.455960967E0,7.352423447E0,1.779122834E1
1.344014121E2,-2.557380630E0,7.603916286E0,2.179651376E1
1.344113911E2,-1.631205644E0,8.154445088E0,2.476097491E1
1.344213691E2,-5.515039717E-1,7.071495726E0,2.530382574E1
1.344313481E2,3.115482746E-1,3.970426658E0,2.351182488E1
1.344413271E2,1.365647183E0,2.320768663E0,2.107877038E1
1.344513061E2,-1.085309445E0,-4.592490882E-1,1.890666425E1
1.344612851E2,-4.190519949E0,-4.500304849E0,1.738359555E1
1.344712631E2,-5.597289868E0,-7.304915405E0,1.529800716E1
1.344812421E2,-6.894954836E0,-9.534321908E0,1.067016986E1
1.344912211E2,-6.738136606E0,-1.047655686E1,4.289403382E0
1.345012001E2,-4.686163861E0,-1.055999896E1,-2.169997038E0
1.345111791E2,-2.194310638E0,-1.053246559E1,-7.487431564E0
1.345211571E2,-2.496943809E-1,-1.047563417E1,-1.109833457E1
1.345311361E2,7.053787141E-1,-1.066388410E1,-1.287710785E1
1.345411151E2,7.285852897E-1,-1.109893917E1,-1.304535681E1
1.345510941E2,4.030427277E-2,-1.139411363E1,-1.183720394E1
1.345610731E2,-1.288407803E0,-1.191795048E1,-1.033988638E1
1.345710511E2,-2.170791529E0,-1.217959818E1,-9.651976658E0
1.345810301E2,-2.288264869E0,-1.212021152E1,-1.015475417E1
1.345910091E2,-2.068848394E0,-1.181276492E1,-1.151154209E1
1.346009881E2,-1.909730453E0,-1.133628467E1,-1.303238067E1
1.346109671E2,-2.169848958E0,-1.081336583E1,-1.383437190E1
1.346209451E2,-2.578659817E0,-1.010550775E1,-1.376197518E1
1.346309241E2,-2.691787068E0,-9.280861482E0,-1.304847922E1
1.346409031E2,-2.812345253E0,-8.814302205E0,-1.166918537E1
1.346508821E2,-3.238025768E0,-8.576257378E0,-9.266418275E0
1.346608611E2,-3.339368248E0,-8.246365657E0,-5.655911713E0
1.346708391E2,-3.607728257E0,-7.764158061E0,-1.072799181E0
1.346808181E2,-4.472925262E0,-6.939497171E0,4.331542511E0
1.346907971E2,-5.307569688E0,-5.487844609E0,9.615263160E0
1.347007761E2,-5.575733523E0,-3.250965949E0,1.310432364E1
1.347107551E2,-5.077096421E0,-4.600793928E-1,1.194319057E1
1.347207331E2,-3.988246633E0,1.780108207E0,6.431778173E0
1.347307121E2,-9.630867040E-1,5.448900983E0,3.068988903E0
1.347406911E2,1.841382349E0,8.679571831E0,4.246795891E0
1.347506701E2,1.248220036E0,8.734098871E0,9.172020240E0
1.347606491E2,-1.442505470E0,6.604910136E0,1.411560192E1
1.347706271E2,-3.128869946E0,5.410116987E0,1.777635185E1
1.347806061E2,-3.950605767E0,5.130140022E0,2.013936841E1
1.347905851E2,-4.558749524E0,4.702636637E0,2.087087847E1
1.348005641E2,-4.760281413E0,4.651301300E0,2.054957865E1
1.348105421E2,-5.027137810E0,4.428816791E0,1.827336519E1
1.348205211E2,-4.539243797E0,4.372520968E0,1.362209692E1
1.348305001E2,-2.788642395E0,4.684833620E0,7.427770084E0
1.348404791E2,-7.602994180E-1,4.858305013E0,1.265525163E0
1.348504581E2,5.498853162E-1,4.756129889E0,-3.555483093E0
1.348604361E2,1.431194032E0,4.584435757E0,-6.772342817E0
1.348704151E2,2.188441203E0,4.315476117E0,-8.898371133E0
1.348803941E2,2.873555953E0,3.871625671E0,-1.044841538E1
1.348903731E2,3.500630070E0,3.149836015E0,-1.172000703E1
1.349003521E2,4.108147590E0,2.229684831E0,-1.252549373E1
1.349103301E2,4.897894171E0,1.358228674E0,-1.243268204E1
1.349203091E2,5.621145923E0,5.582143825E-1,-1.175156328E1
1.349302881E2,5.973275775E0,-1.315430564E-1,-1.076215826E1
1.349402671E2,6.291157315E0,-6.258140427E-1,-9.972475412E0
1.349502461E2,6.818810640E0,-9.146740973E-1,-9.344568066E0
1.349602241E2,7.475510845E0,-1.015096225E0,-8.895981960E0
1.349702031E2,8.261265532E0,-8.402975142E-1,-8.547336465E0
